O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Date,Domain Source
319093,Medical Equipment Preparers,1.C.1.b,Persistence,IM,Importance,4.03,28,0.24,3.53,4.52,N,Jul-14,Incumbent
319093,Medical Equipment Preparers,1.C.1.c,Initiative,IM,Importance,4.21,28,0.26,3.68,4.75,N,Jul-14,Incumbent
319093,Medical Equipment Preparers,1.C.2.b,Leadership,IM,Importance,3.68,28,0.39,2.88,4.49,N,Jul-14,Incumbent
319093,Medical Equipment Preparers,1.C.3.a,Cooperation,IM,Importance,4.46,28,0.16,4.14,4.78,N,Jul-14,Incumbent
319093,Medical Equipment Preparers,1.C.3.b,Concern for Others,IM,Importance,4.27,28,0.14,3.98,4.56,N,Jul-14,Incumbent
319093,Medical Equipment Preparers,1.C.3.c,Social Orientation,IM,Importance,4.26,28,0.19,3.87,4.64,N,Jul-14,Incumbent
319093,Medical Equipment Preparers,1.C.4.a,Self Control,IM,Importance,4.23,28,0.26,3.7,4.75,N,Jul-14,Incumbent
319093,Medical Equipment Preparers,1.C.4.b,Stress Tolerance,IM,Importance,4.37,28,0.16,4.03,4.71,N,Jul-14,Incumbent
319093,Medical Equipment Preparers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.24,28,0.15,3.94,4.54,N,Jul-14,Incumbent
319093,Medical Equipment Preparers,1.C.5.a,Dependability,IM,Importance,4.59,28,0.16,4.27,4.91,N,Jul-14,Incumbent
319093,Medical Equipment Preparers,1.C.5.b,Attention to Detail,IM,Importance,4.71,27,0.14,4.42,5,N,Jul-14,Incumbent
319093,Medical Equipment Preparers,1.C.5.c,Integrity,IM,Importance,4.33,27,0.26,3.8,4.85,N,Jul-14,Incumbent
319093,Medical Equipment Preparers,1.C.6,Independence,IM,Importance,4.43,28,0.16,4.12,4.75,N,Jul-14,Incumbent
319093,Medical Equipment Preparers,1.C.7.a,Innovation,IM,Importance,3.63,28,0.27,3.08,4.18,N,Jul-14,Incumbent
319093,Medical Equipment Preparers,1.C.7.b,Analytical Thinking,IM,Importance,3.93,28,0.22,3.48,4.38,N,Jul-14,Incumbent
319094,Medical Transcriptionists,1.C.1.a,Achievement/Effort,IM,Importance,3.77,28,0.13,3.5,4.04,N,Jul-12,Incumbent
319094,Medical Transcriptionists,1.C.1.b,Persistence,IM,Importance,3.31,28,0.21,2.87,3.75,N,Jul-12,Incumbent
319094,Medical Transcriptionists,1.C.1.c,Initiative,IM,Importance,3.73,28,0.22,3.27,4.18,N,Jul-12,Incumbent
319094,Medical Transcriptionists,1.C.2.b,Leadership,IM,Importance,2.68,28,0.32,2.03,3.34,N,Jul-12,Incumbent
319094,Medical Transcriptionists,1.C.3.a,Cooperation,IM,Importance,3.91,28,0.13,3.66,4.17,N,Jul-12,Incumbent
319094,Medical Transcriptionists,1.C.3.b,Concern for Others,IM,Importance,3.36,28,0.25,2.85,3.87,N,Jul-12,Incumbent
319094,Medical Transcriptionists,1.C.3.c,Social Orientation,IM,Importance,2.38,28,0.26,1.83,2.92,N,Jul-12,Incumbent
319094,Medical Transcriptionists,1.C.4.a,Self Control,IM,Importance,3.33,28,0.39,2.53,4.13,N,Jul-12,Incumbent
319094,Medical Transcriptionists,1.C.4.b,Stress Tolerance,IM,Importance,3.43,28,0.26,2.9,3.96,N,Jul-12,Incumbent
319094,Medical Transcriptionists,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.55,28,0.27,3,4.1,N,Jul-12,Incumbent
319094,Medical Transcriptionists,1.C.5.a,Dependability,IM,Importance,4.52,28,0.09,4.34,4.71,N,Jul-12,Incumbent
319094,Medical Transcriptionists,1.C.5.b,Attention to Detail,IM,Importance,4.54,28,0.12,4.29,4.78,N,Jul-12,Incumbent
319094,Medical Transcriptionists,1.C.5.c,Integrity,IM,Importance,4.31,28,0.2,3.91,4.71,N,Jul-12,Incumbent
319094,Medical Transcriptionists,1.C.6,Independence,IM,Importance,4.46,28,0.1,4.25,4.66,N,Jul-12,Incumbent
319094,Medical Transcriptionists,1.C.7.a,Innovation,IM,Importance,2.83,28,0.24,2.33,3.32,N,Jul-12,Incumbent
319094,Medical Transcriptionists,1.C.7.b,Analytical Thinking,IM,Importance,2.86,28,0.29,2.27,3.45,N,Jul-12,Incumbent
319095,Pharmacy Aides,1.C.1.a,Achievement/Effort,IM,Importance,3.15,23,0.32,2.49,3.81,N,Jul-14,Incumbent
319095,Pharmacy Aides,1.C.1.b,Persistence,IM,Importance,3.07,23,0.41,2.22,3.93,N,Jul-14,Incumbent
319095,Pharmacy Aides,1.C.1.c,Initiative,IM,Importance,3.59,23,0.2,3.17,4.01,N,Jul-14,Incumbent
319095,Pharmacy Aides,1.C.2.b,Leadership,IM,Importance,2.51,23,0.56,1.35,3.67,N,Jul-14,Incumbent
319095,Pharmacy Aides,1.C.3.a,Cooperation,IM,Importance,4.29,23,0.15,3.97,4.61,N,Jul-14,Incumbent
319095,Pharmacy Aides,1.C.3.b,Concern for Others,IM,Importance,3.73,23,0.37,2.96,4.5,N,Jul-14,Incumbent
319095,Pharmacy Aides,1.C.3.c,Social Orientation,IM,Importance,3.9,23,0.05,3.79,4.01,N,Jul-14,Incumbent
319095,Pharmacy Aides,1.C.4.a,Self Control,IM,Importance,4.52,23,0.19,4.12,4.92,N,Jul-14,Incumbent
319095,Pharmacy Aides,1.C.4.b,Stress Tolerance,IM,Importance,3.99,23,0.05,3.88,4.09,N,Jul-14,Incumbent
319095,Pharmacy Aides,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.72,23,0.31,3.09,4.36,N,Jul-14,Incumbent
319095,Pharmacy Aides,1.C.5.a,Dependability,IM,Importance,3.95,23,0.25,3.42,4.47,N,Jul-14,Incumbent
319095,Pharmacy Aides,1.C.5.b,Attention to Detail,IM,Importance,4.19,23,0.43,3.31,5,N,Jul-14,Incumbent
319095,Pharmacy Aides,1.C.5.c,Integrity,IM,Importance,4.64,23,0.19,4.26,5,N,Jul-14,Incumbent
319095,Pharmacy Aides,1.C.6,Independence,IM,Importance,3.23,23,0.43,2.33,4.12,N,Jul-14,Incumbent
319095,Pharmacy Aides,1.C.7.a,Innovation,IM,Importance,2.86,23,0.55,1.72,3.99,N,Jul-14,Incumbent
319095,Pharmacy Aides,1.C.7.b,Analytical Thinking,IM,Importance,3.22,23,0.54,2.11,4.33,N,Jul-14,Incumbent
319096,Veterinary Assistants and Laboratory Animal Caretakers,1.C.1.a,Achievement/Effort,IM,Importance,4.02,22,0.21,3.59,4.46,N,Jul-13,Incumbent
319096,Veterinary Assistants and Laboratory Animal Caretakers,1.C.1.b,Persistence,IM,Importance,3.94,22,0.26,3.4,4.48,N,Jul-13,Incumbent
319096,Veterinary Assistants and Laboratory Animal Caretakers,1.C.1.c,Initiative,IM,Importance,4.54,22,0.16,4.22,4.87,N,Jul-13,Incumbent
319096,Veterinary Assistants and Laboratory Animal Caretakers,1.C.2.b,Leadership,IM,Importance,3.51,22,0.29,2.9,4.11,N,Jul-13,Incumbent
319096,Veterinary Assistants and Laboratory Animal Caretakers,1.C.3.a,Cooperation,IM,Importance,4.69,21,0.15,4.38,5,N,Jul-13,Incumbent
319096,Veterinary Assistants and Laboratory Animal Caretakers,1.C.3.b,Concern for Others,IM,Importance,4.46,21,0.13,4.2,4.72,N,Jul-13,Incumbent
319096,Veterinary Assistants and Laboratory Animal Caretakers,1.C.3.c,Social Orientation,IM,Importance,3.97,21,0.25,3.45,4.49,N,Jul-13,Incumbent
319096,Veterinary Assistants and Laboratory Animal Caretakers,1.C.4.a,Self Control,IM,Importance,4.43,21,0.21,3.99,4.87,N,Jul-13,Incumbent
319096,Veterinary Assistants and Laboratory Animal Caretakers,1.C.4.b,Stress Tolerance,IM,Importance,4.67,21,0.15,4.35,4.99,N,Jul-13,Incumbent
319096,Veterinary Assistants and Laboratory Animal Caretakers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.26,21,0.22,3.8,4.71,N,Jul-13,Incumbent
319096,Veterinary Assistants and Laboratory Animal Caretakers,1.C.5.a,Dependability,IM,Importance,4.53,21,0.14,4.24,4.82,N,Jul-13,Incumbent
319096,Veterinary Assistants and Laboratory Animal Caretakers,1.C.5.b,Attention to Detail,IM,Importance,4.7,21,0.13,4.43,4.96,N,Jul-13,Incumbent
319096,Veterinary Assistants and Laboratory Animal Caretakers,1.C.5.c,Integrity,IM,Importance,4.65,22,0.14,4.36,4.93,N,Jul-13,Incumbent
319096,Veterinary Assistants and Laboratory Animal Caretakers,1.C.6,Independence,IM,Importance,3.85,22,0.3,3.23,4.47,N,Jul-13,Incumbent
319096,Veterinary Assistants and Laboratory Animal Caretakers,1.C.7.a,Innovation,IM,Importance,3.27,22,0.26,2.73,3.81,N,Jul-13,Incumbent
319096,Veterinary Assistants and Laboratory Animal Caretakers,1.C.7.b,Analytical Thinking,IM,Importance,3.31,22,0.31,2.66,3.95,N,Jul-13,Incumbent
319097,Phlebotomists,1.C.1.a,Achievement/Effort,IM,Importance,4.05,21,,,,,Jul-12,Occupational Expert
319097,Phlebotomists,1.C.1.b,Persistence,IM,Importance,3.86,21,,,,,Jul-12,Occupational Expert
319097,Phlebotomists,1.C.1.c,Initiative,IM,Importance,4.33,21,,,,,Jul-12,Occupational Expert
319097,Phlebotomists,1.C.2.b,Leadership,IM,Importance,3.48,21,,,,,Jul-12,Occupational Expert
319097,Phlebotomists,1.C.3.a,Cooperation,IM,Importance,4.7,20,,,,,Jul-12,Occupational Expert
319097,Phlebotomists,1.C.3.b,Concern for Others,IM,Importance,4.75,20,,,,,Jul-12,Occupational Expert
319097,Phlebotomists,1.C.3.c,Social Orientation,IM,Importance,3.85,20,,,,,Jul-12,Occupational Expert
319097,Phlebotomists,1.C.4.a,Self Control,IM,Importance,4.75,20,,,,,Jul-12,Occupational Expert
319097,Phlebotomists,1.C.4.b,Stress Tolerance,IM,Importance,4.8,20,,,,,Jul-12,Occupational Expert
319097,Phlebotomists,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.3,20,,,,,Jul-12,Occupational Expert
319097,Phlebotomists,1.C.5.a,Dependability,IM,Importance,4.8,20,,,,,Jul-12,Occupational Expert
319097,Phlebotomists,1.C.5.b,Attention to Detail,IM,Importance,4.85,20,,,,,Jul-12,Occupational Expert
319097,Phlebotomists,1.C.5.c,Integrity,IM,Importance,4.85,20,,,,,Jul-12,Occupational Expert
319097,Phlebotomists,1.C.6,Independence,IM,Importance,4.4,20,,,,,Jul-12,Occupational Expert
319097,Phlebotomists,1.C.7.a,Innovation,IM,Importance,3.6,20,,,,,Jul-12,Occupational Expert
319097,Phlebotomists,1.C.7.b,Analytical Thinking,IM,Importance,4,20,,,,,Jul-12,Occupational Expert
319099.01,Speech-Language Pathology Assistants,1.C.1.a,Achievement/Effort,IM,Importance,4.05,16,0.33,3.35,4.75,N,Jul-11,Incumbent
319099.01,Speech-Language Pathology Assistants,1.C.1.b,Persistence,IM,Importance,4.28,16,0.2,3.84,4.71,N,Jul-11,Incumbent
319099.01,Speech-Language Pathology Assistants,1.C.1.c,Initiative,IM,Importance,4.49,16,0.2,4.07,4.91,N,Jul-11,Incumbent
319099.01,Speech-Language Pathology Assistants,1.C.2.b,Leadership,IM,Importance,3.72,16,0.45,2.75,4.69,N,Jul-11,Incumbent
319099.01,Speech-Language Pathology Assistants,1.C.3.a,Cooperation,IM,Importance,4.62,16,0.2,4.19,5,N,Jul-11,Incumbent
319099.01,Speech-Language Pathology Assistants,1.C.3.b,Concern for Others,IM,Importance,4.8,16,0.11,4.56,5,N,Jul-11,Incumbent
319099.01,Speech-Language Pathology Assistants,1.C.3.c,Social Orientation,IM,Importance,4.4,16,0.18,4.01,4.79,N,Jul-11,Incumbent
319099.01,Speech-Language Pathology Assistants,1.C.4.a,Self Control,IM,Importance,4.79,16,0.15,4.48,5,N,Jul-11,Incumbent
319099.01,Speech-Language Pathology Assistants,1.C.4.b,Stress Tolerance,IM,Importance,4.19,16,0.32,3.51,4.87,N,Jul-11,Incumbent
319099.01,Speech-Language Pathology Assistants,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.66,16,0.15,4.34,4.99,N,Jul-11,Incumbent
319099.01,Speech-Language Pathology Assistants,1.C.5.a,Dependability,IM,Importance,4.55,16,0.18,4.16,4.93,N,Jul-11,Incumbent
319099.01,Speech-Language Pathology Assistants,1.C.5.b,Attention to Detail,IM,Importance,4.46,16,0.18,4.07,4.85,N,Jul-11,Incumbent
319099.01,Speech-Language Pathology Assistants,1.C.5.c,Integrity,IM,Importance,4.65,16,0.16,4.31,4.99,N,Jul-11,Incumbent
319099.01,Speech-Language Pathology Assistants,1.C.6,Independence,IM,Importance,4.47,16,0.2,4.05,4.9,N,Jul-11,Incumbent
319099.01,Speech-Language Pathology Assistants,1.C.7.a,Innovation,IM,Importance,4.44,16,0.26,3.9,4.99,N,Jul-11,Incumbent
319099.01,Speech-Language Pathology Assistants,1.C.7.b,Analytical Thinking,IM,Importance,4.39,16,0.23,3.89,4.89,N,Jul-11,Incumbent
319099.02,Endoscopy Technicians,1.C.1.a,Achievement/Effort,IM,Importance,4,37,,,,,Jul-16,Occupational Expert
319099.02,Endoscopy Technicians,1.C.1.b,Persistence,IM,Importance,4.05,37,,,,,Jul-16,Occupational Expert
319099.02,Endoscopy Technicians,1.C.1.c,Initiative,IM,Importance,4.41,37,,,,,Jul-16,Occupational Expert
319099.02,Endoscopy Technicians,1.C.2.b,Leadership,IM,Importance,3.92,37,,,,,Jul-16,Occupational Expert
319099.02,Endoscopy Technicians,1.C.3.a,Cooperation,IM,Importance,4.58,38,,,,,Jul-16,Occupational Expert
319099.02,Endoscopy Technicians,1.C.3.b,Concern for Others,IM,Importance,4.5,38,,,,,Jul-16,Occupational Expert
319099.02,Endoscopy Technicians,1.C.3.c,Social Orientation,IM,Importance,3.92,38,,,,,Jul-16,Occupational Expert
319099.02,Endoscopy Technicians,1.C.4.a,Self Control,IM,Importance,4.53,38,,,,,Jul-16,Occupational Expert
319099.02,Endoscopy Technicians,1.C.4.b,Stress Tolerance,IM,Importance,4.45,38,,,,,Jul-16,Occupational Expert
319099.02,Endoscopy Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.37,38,,,,,Jul-16,Occupational Expert
319099.02,Endoscopy Technicians,1.C.5.a,Dependability,IM,Importance,4.71,38,,,,,Jul-16,Occupational Expert
319099.02,Endoscopy Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.79,38,,,,,Jul-16,Occupational Expert
319099.02,Endoscopy Technicians,1.C.5.c,Integrity,IM,Importance,4.66,38,,,,,Jul-16,Occupational Expert
319099.02,Endoscopy Technicians,1.C.6,Independence,IM,Importance,4,38,,,,,Jul-16,Occupational Expert
319099.02,Endoscopy Technicians,1.C.7.a,Innovation,IM,Importance,3.55,38,,,,,Jul-16,Occupational Expert
319099.02,Endoscopy Technicians,1.C.7.b,Analytical Thinking,IM,Importance,3.84,38,,,,,Jul-16,Occupational Expert
331011,First-Line Supervisors of Correctional Officers,1.C.1.a,Achievement/Effort,IM,Importance,3.61,24,0.19,3.22,4.01,N,Jul-12,Incumbent
331011,First-Line Supervisors of Correctional Officers,1.C.1.b,Persistence,IM,Importance,3.9,24,0.18,3.52,4.27,N,Jul-12,Incumbent
331011,First-Line Supervisors of Correctional Officers,1.C.1.c,Initiative,IM,Importance,4,24,0.29,3.4,4.61,N,Jul-12,Incumbent
331011,First-Line Supervisors of Correctional Officers,1.C.2.b,Leadership,IM,Importance,4.23,24,0.33,3.55,4.91,N,Jul-12,Incumbent
331011,First-Line Supervisors of Correctional Officers,1.C.3.a,Cooperation,IM,Importance,3.83,24,0.15,3.51,4.14,N,Jul-12,Incumbent
331011,First-Line Supervisors of Correctional Officers,1.C.3.b,Concern for Others,IM,Importance,3.54,24,0.16,3.2,3.87,N,Jul-12,Incumbent
331011,First-Line Supervisors of Correctional Officers,1.C.3.c,Social Orientation,IM,Importance,3.55,24,0.24,3.05,4.06,N,Jul-12,Incumbent
331011,First-Line Supervisors of Correctional Officers,1.C.4.a,Self Control,IM,Importance,4.45,24,0.28,3.87,5,N,Jul-12,Incumbent
331011,First-Line Supervisors of Correctional Officers,1.C.4.b,Stress Tolerance,IM,Importance,4.4,24,0.19,4.02,4.79,N,Jul-12,Incumbent
331011,First-Line Supervisors of Correctional Officers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.23,24,0.2,3.81,4.64,N,Jul-12,Incumbent
331011,First-Line Supervisors of Correctional Officers,1.C.5.a,Dependability,IM,Importance,4.59,24,0.2,4.18,4.99,N,Jul-12,Incumbent
331011,First-Line Supervisors of Correctional Officers,1.C.5.b,Attention to Detail,IM,Importance,4.38,24,0.19,3.99,4.77,N,Jul-12,Incumbent
331011,First-Line Supervisors of Correctional Officers,1.C.5.c,Integrity,IM,Importance,4.6,23,0.18,4.22,4.98,N,Jul-12,Incumbent
331011,First-Line Supervisors of Correctional Officers,1.C.6,Independence,IM,Importance,3.91,23,0.18,3.53,4.29,N,Jul-12,Incumbent
331011,First-Line Supervisors of Correctional Officers,1.C.7.a,Innovation,IM,Importance,3.67,23,0.26,3.12,4.22,N,Jul-12,Incumbent
331011,First-Line Supervisors of Correctional Officers,1.C.7.b,Analytical Thinking,IM,Importance,3.9,23,0.25,3.37,4.42,N,Jul-12,Incumbent
331012,First-Line Supervisors of Police and Detectives,1.C.1.a,Achievement/Effort,IM,Importance,4.02,66,0.1,3.81,4.23,N,Jul-16,Incumbent
331012,First-Line Supervisors of Police and Detectives,1.C.1.b,Persistence,IM,Importance,4.28,66,0.08,4.12,4.44,N,Jul-16,Incumbent
331012,First-Line Supervisors of Police and Detectives,1.C.1.c,Initiative,IM,Importance,4.23,66,0.09,4.04,4.41,N,Jul-16,Incumbent
331012,First-Line Supervisors of Police and Detectives,1.C.2.b,Leadership,IM,Importance,4.55,66,0.08,4.39,4.71,N,Jul-16,Incumbent
331012,First-Line Supervisors of Police and Detectives,1.C.3.a,Cooperation,IM,Importance,4.33,67,0.09,4.14,4.52,N,Jul-16,Incumbent
331012,First-Line Supervisors of Police and Detectives,1.C.3.b,Concern for Others,IM,Importance,4.24,66,0.1,4.03,4.44,N,Jul-16,Incumbent
331012,First-Line Supervisors of Police and Detectives,1.C.3.c,Social Orientation,IM,Importance,3.92,67,0.08,3.76,4.08,N,Jul-16,Incumbent
331012,First-Line Supervisors of Police and Detectives,1.C.4.a,Self Control,IM,Importance,4.81,67,0.08,4.66,4.96,N,Jul-16,Incumbent
331012,First-Line Supervisors of Police and Detectives,1.C.4.b,Stress Tolerance,IM,Importance,4.74,67,0.08,4.59,4.9,N,Jul-16,Incumbent
331012,First-Line Supervisors of Police and Detectives,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.11,67,0.09,3.94,4.28,N,Jul-16,Incumbent
331012,First-Line Supervisors of Police and Detectives,1.C.5.a,Dependability,IM,Importance,4.6,67,0.08,4.44,4.76,N,Jul-16,Incumbent
331012,First-Line Supervisors of Police and Detectives,1.C.5.b,Attention to Detail,IM,Importance,4.49,67,0.08,4.32,4.65,N,Jul-16,Incumbent
331012,First-Line Supervisors of Police and Detectives,1.C.5.c,Integrity,IM,Importance,4.84,66,0.07,4.7,4.99,N,Jul-16,Incumbent
331012,First-Line Supervisors of Police and Detectives,1.C.6,Independence,IM,Importance,3.84,66,0.13,3.59,4.1,N,Jul-16,Incumbent
331012,First-Line Supervisors of Police and Detectives,1.C.7.a,Innovation,IM,Importance,3.55,66,0.11,3.34,3.77,N,Jul-16,Incumbent
331012,First-Line Supervisors of Police and Detectives,1.C.7.b,Analytical Thinking,IM,Importance,4.13,66,0.1,3.93,4.34,N,Jul-16,Incumbent
331021.01,Municipal Fire Fighting and Prevention Supervisors,1.C.1.a,Achievement/Effort,IM,Importance,4.09,45,0.21,3.66,4.52,N,Jul-17,Incumbent
331021.01,Municipal Fire Fighting and Prevention Supervisors,1.C.1.b,Persistence,IM,Importance,4.26,45,0.21,3.83,4.68,N,Jul-17,Incumbent
331021.01,Municipal Fire Fighting and Prevention Supervisors,1.C.1.c,Initiative,IM,Importance,4.18,45,0.2,3.78,4.57,N,Jul-17,Incumbent
331021.01,Municipal Fire Fighting and Prevention Supervisors,1.C.2.b,Leadership,IM,Importance,4.45,45,0.18,4.09,4.82,N,Jul-17,Incumbent
331021.01,Municipal Fire Fighting and Prevention Supervisors,1.C.3.a,Cooperation,IM,Importance,4.22,45,0.25,3.71,4.73,N,Jul-17,Incumbent
331021.01,Municipal Fire Fighting and Prevention Supervisors,1.C.3.b,Concern for Others,IM,Importance,4.38,45,0.17,4.03,4.73,N,Jul-17,Incumbent
331021.01,Municipal Fire Fighting and Prevention Supervisors,1.C.3.c,Social Orientation,IM,Importance,3.93,45,0.27,3.39,4.48,N,Jul-17,Incumbent
331021.01,Municipal Fire Fighting and Prevention Supervisors,1.C.4.a,Self Control,IM,Importance,4.36,45,0.2,3.97,4.76,N,Jul-17,Incumbent
331021.01,Municipal Fire Fighting and Prevention Supervisors,1.C.4.b,Stress Tolerance,IM,Importance,4.5,45,0.19,4.13,4.88,N,Jul-17,Incumbent
331021.01,Municipal Fire Fighting and Prevention Supervisors,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.43,44,0.22,3.98,4.87,N,Jul-17,Incumbent
331021.01,Municipal Fire Fighting and Prevention Supervisors,1.C.5.a,Dependability,IM,Importance,4.55,45,0.09,4.37,4.73,N,Jul-17,Incumbent
331021.01,Municipal Fire Fighting and Prevention Supervisors,1.C.5.b,Attention to Detail,IM,Importance,4.43,45,0.19,4.04,4.81,N,Jul-17,Incumbent
331021.01,Municipal Fire Fighting and Prevention Supervisors,1.C.5.c,Integrity,IM,Importance,4.61,44,0.19,4.23,5,N,Jul-17,Incumbent
331021.01,Municipal Fire Fighting and Prevention Supervisors,1.C.6,Independence,IM,Importance,3.53,44,0.25,3.03,4.03,N,Jul-17,Incumbent
331021.01,Municipal Fire Fighting and Prevention Supervisors,1.C.7.a,Innovation,IM,Importance,3.73,44,0.28,3.16,4.3,N,Jul-17,Incumbent
331021.01,Municipal Fire Fighting and Prevention Supervisors,1.C.7.b,Analytical Thinking,IM,Importance,4.06,44,0.16,3.74,4.38,N,Jul-17,Incumbent
331021.02,Forest Fire Fighting and Prevention Supervisors,1.C.1.a,Achievement/Effort,IM,Importance,4.22,31,0.17,3.87,4.56,N,Jul-14,Incumbent
331021.02,Forest Fire Fighting and Prevention Supervisors,1.C.1.b,Persistence,IM,Importance,4.33,31,0.15,4.02,4.64,N,Jul-14,Incumbent
331021.02,Forest Fire Fighting and Prevention Supervisors,1.C.1.c,Initiative,IM,Importance,4.34,31,0.13,4.06,4.61,N,Jul-14,Incumbent
331021.02,Forest Fire Fighting and Prevention Supervisors,1.C.2.b,Leadership,IM,Importance,4.58,31,0.14,4.29,4.87,N,Jul-14,Incumbent
331021.02,Forest Fire Fighting and Prevention Supervisors,1.C.3.a,Cooperation,IM,Importance,4.55,31,0.18,4.19,4.91,N,Jul-14,Incumbent
331021.02,Forest Fire Fighting and Prevention Supervisors,1.C.3.b,Concern for Others,IM,Importance,4.44,31,0.16,4.12,4.76,N,Jul-14,Incumbent
331021.02,Forest Fire Fighting and Prevention Supervisors,1.C.3.c,Social Orientation,IM,Importance,4.08,31,0.26,3.55,4.6,N,Jul-14,Incumbent
331021.02,Forest Fire Fighting and Prevention Supervisors,1.C.4.a,Self Control,IM,Importance,4.34,31,0.21,3.92,4.76,N,Jul-14,Incumbent
331021.02,Forest Fire Fighting and Prevention Supervisors,1.C.4.b,Stress Tolerance,IM,Importance,4.5,31,0.16,4.17,4.83,N,Jul-14,Incumbent
331021.02,Forest Fire Fighting and Prevention Supervisors,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.4,31,0.13,4.13,4.67,N,Jul-14,Incumbent
331021.02,Forest Fire Fighting and Prevention Supervisors,1.C.5.a,Dependability,IM,Importance,4.62,31,0.09,4.44,4.81,N,Jul-14,Incumbent
331021.02,Forest Fire Fighting and Prevention Supervisors,1.C.5.b,Attention to Detail,IM,Importance,4.28,31,0.19,3.9,4.67,N,Jul-14,Incumbent
331021.02,Forest Fire Fighting and Prevention Supervisors,1.C.5.c,Integrity,IM,Importance,4.55,31,0.17,4.21,4.89,N,Jul-14,Incumbent
331021.02,Forest Fire Fighting and Prevention Supervisors,1.C.6,Independence,IM,Importance,4.02,31,0.26,3.48,4.56,N,Jul-14,Incumbent
331021.02,Forest Fire Fighting and Prevention Supervisors,1.C.7.a,Innovation,IM,Importance,3.48,31,0.19,3.08,3.88,N,Jul-14,Incumbent
331021.02,Forest Fire Fighting and Prevention Supervisors,1.C.7.b,Analytical Thinking,IM,Importance,4.18,31,0.19,3.79,4.57,N,Jul-14,Incumbent
332011.01,Municipal Firefighters,1.C.1.a,Achievement/Effort,IM,Importance,4.01,68,0.13,3.75,4.27,N,Jul-17,Incumbent
332011.01,Municipal Firefighters,1.C.1.b,Persistence,IM,Importance,4.17,68,0.12,3.93,4.42,N,Jul-17,Incumbent
332011.01,Municipal Firefighters,1.C.1.c,Initiative,IM,Importance,4.24,68,0.11,4.03,4.45,N,Jul-17,Incumbent
332011.01,Municipal Firefighters,1.C.2.b,Leadership,IM,Importance,4.43,68,0.15,4.14,4.73,N,Jul-17,Incumbent
332011.01,Municipal Firefighters,1.C.3.a,Cooperation,IM,Importance,4.48,68,0.12,4.24,4.71,N,Jul-17,Incumbent
332011.01,Municipal Firefighters,1.C.3.b,Concern for Others,IM,Importance,4.57,68,0.07,4.42,4.72,N,Jul-17,Incumbent
332011.01,Municipal Firefighters,1.C.3.c,Social Orientation,IM,Importance,4.16,68,0.08,4,4.32,N,Jul-17,Incumbent
332011.01,Municipal Firefighters,1.C.4.a,Self Control,IM,Importance,4.68,68,0.07,4.54,4.83,N,Jul-17,Incumbent
332011.01,Municipal Firefighters,1.C.4.b,Stress Tolerance,IM,Importance,4.73,68,0.06,4.6,4.86,N,Jul-17,Incumbent
332011.01,Municipal Firefighters,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.45,67,0.09,4.26,4.64,N,Jul-17,Incumbent
332011.01,Municipal Firefighters,1.C.5.a,Dependability,IM,Importance,4.69,68,0.07,4.55,4.83,N,Jul-17,Incumbent
332011.01,Municipal Firefighters,1.C.5.b,Attention to Detail,IM,Importance,4.58,68,0.11,4.36,4.8,N,Jul-17,Incumbent
332011.01,Municipal Firefighters,1.C.5.c,Integrity,IM,Importance,4.61,68,0.08,4.46,4.77,N,Jul-17,Incumbent
332011.01,Municipal Firefighters,1.C.6,Independence,IM,Importance,3.28,68,0.24,2.8,3.76,N,Jul-17,Incumbent
332011.01,Municipal Firefighters,1.C.7.a,Innovation,IM,Importance,3.68,68,0.15,3.38,3.98,N,Jul-17,Incumbent
332011.01,Municipal Firefighters,1.C.7.b,Analytical Thinking,IM,Importance,3.91,67,0.14,3.64,4.19,N,Jul-17,Incumbent
332011.02,Forest Firefighters,1.C.1.a,Achievement/Effort,IM,Importance,4.06,15,0.35,3.31,4.81,N,Aug-18,Incumbent
332011.02,Forest Firefighters,1.C.1.b,Persistence,IM,Importance,4.17,15,0.38,3.35,4.98,N,Aug-18,Incumbent
332011.02,Forest Firefighters,1.C.1.c,Initiative,IM,Importance,4.51,15,0.29,3.89,5,N,Aug-18,Incumbent
332011.02,Forest Firefighters,1.C.2.b,Leadership,IM,Importance,4.47,14,0.33,3.76,5,N,Aug-18,Incumbent
332011.02,Forest Firefighters,1.C.3.a,Cooperation,IM,Importance,4.47,15,0.25,3.93,5,N,Aug-18,Incumbent
